,Flkr,Log G
0,13.524490408599377,3.8169999999999997
1,1.1521102860569954,4.48
2,0.1523811079096049,4.4110000000000005
3,0.41112914914265275,4.591
4,0.15701533993706107,3.355
5,0.17296937585342675,3.972
6,0.15396268281619996,4.081
7,0.14993040531408042,4.1
8,0.157589849550277,4.048
9,0.08608136704424396,3.9389999999999996
10,0.11450036254245788,3.8360000000000003
11,0.6981652695685625,4.535
12,0.4049475828651339,4.546
13,0.5932943895459175,4.556
14,0.5236873985268176,4.611000000000001
15,0.3392217622604221,4.501
16,0.5682315095327795,4.646
17,0.7156723877415061,4.715
18,0.1813767885323614,4.3260000000000005
19,0.761417206376791,5.029
20,0.1965818664757535,4.498
21,0.5384067771956325,4.64
22,0.1479083439335227,4.063
23,0.13694044901058078,4.243
24,0.32263208413496614,2.693
25,0.5041165859438479,4.731
26,0.26958496891893446,5.006
27,0.5541970604099333,4.644
28,0.6851051584817469,4.73
29,0.7610130123794079,4.465
30,0.509327684994787,4.49
31,0.41984362178482115,4.684
32,0.6719160592183471,4.743
33,0.6037589628249407,4.658
34,0.3706212737597525,4.857
35,0.38492484600283206,4.529
36,0.3868913627229631,4.819
37,0.28160621877759695,2.6439999999999997
38,0.42106848559342325,4.69
39,0.379275472369045,4.548
40,0.30992418760433793,4.687
41,0.2824165567290038,3.1630000000000003
42,0.6382199353538454,4.588
43,0.46614641905762255,4.718999999999999
44,0.32494444167241454,3.495
45,0.45747964759357274,3.415
46,0.652570219244808,4.803999999999999
47,0.1447868562536314,4.165
48,0.08234994311351329,4.215
49,0.19776845874730498,4.18
50,0.08765408711042255,4.211
51,0.11738652392523363,4.577
52,0.7242279243655503,4.684
53,0.2391133166383952,4.567
54,0.09032414527609944,4.006
55,0.277941842796281,4.48
56,0.46495345304720104,4.397
57,0.48789643915370107,4.551
58,0.28728030156344175,2.736
59,0.19033295393455774,4.143
60,0.24510399089194834,4.467
61,0.16964279348030686,4.155
62,0.10961251973640174,4.151
63,0.2805344411171973,3.423
64,0.37655449705198407,4.494
65,0.49120269250124693,4.607
66,0.6870044162496924,4.716
67,0.1799181627575308,4.131
68,0.45987748308107257,4.833
69,0.20585022866725922,3.918
70,0.16956846229732037,4.243
71,9.749566204845905,4.129
72,0.15410252672154456,4.315
73,0.4613701603375375,4.619
74,0.48000345123000443,4.581
75,0.14571948850061744,4.298
76,0.4509704886004329,3.998
77,0.1658608962316066,4.1739999999999995
78,0.10319927969248965,3.813
79,0.0902738465811126,3.766
80,0.1976524363271892,3.906
81,0.15829309995751828,4.059
82,0.35541184479370713,3.512
83,0.20394414605107158,4.149
84,0.2377462078584358,4.131
85,0.20156893879175186,4.08
86,0.5539160338230431,4.481
87,0.14811530127190053,4.141
88,0.20863767713308334,4.015
89,0.09343920828541741,4.023
90,0.6390687194652855,4.4910000000000005
91,0.6305565475486219,4.726
92,0.2501414273865521,4.119
93,0.4035598540212959,4.497
94,0.47616264782845974,4.516
95,0.24879592820070684,3.9419999999999997
96,0.31822340679354966,4.481
97,0.17723608470987529,4.02
98,0.5226072971709073,4.4
99,0.33200441976077855,4.606
100,0.6325765862129629,4.567
101,0.11394698231015354,4.13
102,0.230465127970092,4.409
103,0.41448193951509893,4.516
104,0.4700422578025609,4.7010000000000005
105,0.1760332816047594,4.229
106,0.16232990310527384,4.1
107,0.7251902716234326,4.583
108,0.12594502186402678,4.212
109,0.26762246852740645,2.5989999999999998
110,0.7197217200882733,4.646
111,0.2020790707319975,4.1419999999999995
112,0.43016549898311496,4.471
113,0.21951025701127946,3.6860000000000004
114,0.6497803260572255,4.503
115,0.4120857047382742,3.322
116,0.2565113245509565,4.494
117,0.20430173026397824,4.042
118,0.2598838764242828,3.464
119,0.4322328313719481,4.494
120,0.16411473916377872,4.149
121,0.15876298130024225,3.932
122,0.09397632675245404,3.859
123,0.17339191981591284,3.8080000000000003
124,0.1643620926188305,3.7910000000000004
125,0.18973424448631704,3.965
126,0.6157417083159089,4.7780000000000005
127,0.7156876963563263,4.64
128,0.44465475366450846,4.495
129,0.6329944590106606,4.534
130,0.3901585878338665,4.5089999999999995
131,0.18575300055090338,4.044
132,0.19978215277660638,4.498
133,0.575902929995209,4.52
134,0.6126680527813733,4.644
135,0.18865444872062653,4.533
136,0.7270083879120648,4.543
137,0.3305634018033743,4.571000000000001
138,0.5941279814578593,4.459
139,0.3718048392329365,4.458
140,0.7189855678007007,4.885
141,0.22384125622920692,4.641
142,0.3882329910993576,3.6060000000000003
143,0.14064910646993667,3.948
144,0.6617794279009104,4.5889999999999995
145,0.12819012044928968,4.025
146,0.4129560256842524,3.279
147,0.3949772799387574,4.376
148,0.2585042384453118,4.375
149,0.3802825231105089,4.581
150,0.3780755214393139,3.4610000000000003
151,0.3392558137420565,4.712
152,0.46148919500410557,4.601
153,0.694095273502171,4.6739999999999995
154,0.19380898447707295,4.5760000000000005
155,0.1931064616655931,4.1160000000000005
156,0.5705813528038561,4.69
157,0.1403911883244291,3.9589999999999996
158,0.5787652917206287,4.505
159,0.5090741906315088,4.558
160,0.07875679148128256,3.763
161,0.6374162621796131,4.838
162,0.16463878273498267,4.023
163,0.21912495139986277,3.714
164,0.15900967991910875,4.087
165,0.14108851610217243,3.964
166,0.20063134434167296,4.203
167,0.14536526578012854,4.104
168,0.1742352033033967,4.07
169,0.1920827489811927,3.6839999999999997
170,0.31725529697723687,3.6210000000000004
171,0.6409668130800128,4.489
172,0.1338428701274097,4.692
173,0.1892048167064786,4.504
174,0.3920435265172273,4.413
175,0.3618080518208444,4.461
176,0.19531779980752617,3.406
177,0.37855294067412615,4.754
178,0.42301134089939296,4.566
179,0.15612956485711038,4.534
180,0.2654680283740163,3.108
181,0.28893258422613144,4.521
182,0.78044761903584,4.6419999999999995
183,0.4241999122314155,3.2880000000000003
184,0.302000466035679,4.5
185,0.18490241200197488,4.4
186,0.3601523640099913,4.62
187,0.31532152206636965,4.485
188,0.4502836673054844,4.769
189,0.46421936713159084,4.705
190,0.27396553196012974,4.399
191,0.32353249844163656,4.428
192,0.3259358636569232,4.654
193,0.3140826884191483,4.748
194,0.3354678046889603,4.651
195,0.30647299718111753,4.688
196,0.40217270725406706,4.788
197,0.6198271294124424,4.75
198,0.16228924505412579,4.348
199,0.20461146777961403,3.483
200,0.1921507646329701,4.145
201,0.3297863877378404,4.638999999999999
202,0.14745228691026568,4.513
203,0.13082097575534135,4.123
204,0.585320231039077,4.502
205,0.41897015762515366,4.622
206,0.2537132240831852,4.42
207,0.1536656345706433,4.504
208,0.1908838894451037,4.583
209,0.4205003206152469,4.333
210,0.2537226537242532,3.312
211,0.6199917406775057,4.559
212,0.5431292811408639,4.587
213,0.6814434309490025,4.53
214,0.13635843060910702,3.912
215,0.47637411626055837,4.632
216,0.16931163554545492,4.047
217,0.14997346443124115,4.01
218,0.27620221953839064,4.479
219,0.13647606829181314,3.891
220,0.15170425467658788,3.8710000000000004
221,0.3303386038169265,4.4830000000000005
222,0.20083051640540361,3.9360000000000004
223,0.23295232676900923,3.397
224,0.41939798393286765,4.459
225,0.1795264397514984,4.533
226,0.29973062919452786,4.465
227,0.33072236692532897,4.867
228,0.596147496253252,4.751
229,0.14741896302439272,3.99
230,0.40451347013004124,4.512
231,0.3433652163948864,3.3080000000000003
232,0.30216193408705294,4.582
233,0.16988322022370994,4.04
234,0.19310586503706872,4.034
235,0.6070340750738978,5.098
236,0.17325973021797836,3.603
237,0.14742450730409473,4.249
238,0.4983058897778392,4.42
239,0.6885039620101452,4.529
240,0.655259529594332,4.755
241,0.6689003203064203,4.703
242,0.3581969940569252,4.768
243,0.6735420902259648,4.805
244,0.673189468216151,4.979
245,0.5767228431068361,4.637
246,0.18216097669210285,4.119
247,0.5654680426232517,4.596
248,0.4017986066173762,4.4430000000000005
249,0.6587487878277898,4.578
250,0.12336486543063074,4.022
251,0.18892700609285384,4.002
252,0.263863563304767,4.604
253,0.42383852996863425,4.649
254,0.2527832402847707,3.641
255,0.5727824755012989,4.5969999999999995
256,0.3301962569821626,4.712
257,0.24133868282660842,4.481
258,0.16355591651517898,3.983
259,0.2123093290720135,4.476
260,0.29943211120553315,4.605
261,0.36042463034391403,4.79
262,0.5074336077086627,4.5169999999999995
263,0.2098791883327067,3.645
264,0.14387005649041384,3.924
265,0.15786422591190785,4.018
266,0.13419520109891891,4.013999999999999
267,0.08253737905761227,4.004
268,0.2812157035805285,4.406000000000001
269,0.15192196588031948,4.029
270,0.596697791479528,4.65
271,0.10555434710113332,3.886
272,0.4511446750257164,4.547
273,0.18859485862776637,3.359
274,0.38792562554590404,3.361
275,0.1821068290155381,3.824
276,0.08894516940927133,4.387
277,0.19516506290528923,4.042
278,0.2963708247989416,4.506
279,0.08431080641457811,4.502
280,0.10861777991522104,4.329
281,0.09573849092703313,4.066
282,0.20640877482946962,3.661
283,0.16324128955602646,4.3
284,0.4803143965546042,4.931
285,0.19016129954252392,4.1339999999999995
286,0.33500793506391346,4.65
287,0.2533217193558812,4.529
288,0.43979036854580045,4.459
289,0.17431133892387152,3.998
290,0.8143308805301785,4.503
291,0.1678389380685985,4.107
292,0.28527778340503573,4.1930000000000005
293,0.12901955051347613,4.324
294,0.1468644040869549,4.266
295,0.08454858470940962,4.1339999999999995
296,0.7302738376893103,4.963
297,0.6013523088768125,4.583
298,0.6925530615262687,4.7010000000000005
299,0.3144425281789154,4.5
300,0.14896034554112703,4.203
301,0.17630780348554254,4.283
302,0.2530829224269837,4.4510000000000005
303,0.27899930137209594,4.323
304,0.2967315958812833,4.493
305,0.2660637255758047,4.295
306,0.11548944894457236,3.995
307,0.3502828476484865,4.362
308,0.5942723946645856,4.62
309,0.534121529199183,4.607
310,0.519433117005974,4.676
311,0.10844445205293596,3.832
312,0.44593247002922,4.466
313,0.4369125235825777,4.32
314,0.31170484726317227,4.445
315,0.3050623636227101,4.334
316,0.3800546983256936,4.535
317,0.10210402979282662,4.302
318,0.24828501045703888,4.246
319,0.17993696383200586,4.038
320,0.23475298075936735,3.3080000000000003
321,0.2977115218527615,4.6419999999999995
322,0.19468228856567293,3.076
323,0.30872513889335096,4.369
324,0.29683992033824325,4.302
325,0.3844305465463549,4.695
326,0.2647404617164284,4.405
327,0.10964638204313815,4.256
328,0.29091272153891623,4.365
329,0.3083652991335839,4.601
330,0.536222942173481,4.632
331,1.667209668084979,4.546
332,0.15945332415867597,3.92
333,0.279834697721526,4.434
334,0.6567944656126201,4.607
335,0.1331491075688973,4.535
336,0.2314164739800617,4.406000000000001
337,0.16191239410545677,4.065
338,0.6264328258112073,4.516
339,0.63082086853683,4.519
340,0.1540902885608375,3.898
341,0.24214859877247363,4.46
342,0.64472685335204,4.7
343,0.11951027408940718,2.7889999999999997
344,0.15928706852719188,4.067
345,0.37424202309921384,4.606
346,0.5962393479421735,4.618
347,0.22093446750659496,4.005
348,0.085768973804079,4.016
349,0.35875747562386096,4.563
350,0.16554398462176323,4.021
351,0.13588160800281912,4.055
352,0.5854126648046076,4.637
353,0.16391111421398818,3.978
354,0.23496508947573602,4.026
355,0.470817118184641,2.537
356,0.527707627043128,4.484
357,2.2912248969078064,3.4389999999999996
358,0.123493344290182,3.748
359,0.11036438081646338,3.992
360,0.16550839063711464,4.013
361,0.19045296357944608,4.065
362,0.13850448885932565,4.132
363,0.1913329615490511,4.011
364,0.25912965065799654,3.489
365,0.32769981771707535,4.601
366,0.3719724190887064,4.507
367,0.15796867955941707,4.078
368,0.3655553737189621,4.499
369,0.168837679666467,4.088
370,0.08466900908388197,4.015
371,0.4015531740151346,4.586
372,0.12701551895588636,4.067
373,0.1081410373444669,4.245
374,0.5671359249390662,4.555
375,0.45363843673840165,4.507
376,0.1422502682544291,4.325
377,0.2122789155691862,4.061
378,0.44057180639356375,4.456
379,0.2033554919762537,4.059
380,0.4132887115702033,4.496
381,0.23719307500869036,4.477
382,0.6322270492091775,4.619
383,0.1846298255259171,4.565
384,0.2005397982429713,4.111000000000001
385,0.2606220659799874,4.505
386,0.6847101612947881,4.703
